customer_id,phone_number,email_id,age,gender,city_tier,acquisition_channel
97,9691000496,customer97@example.com,40,Male,2,Google Ads
98,7197329712,customer98@example.com,52,Male,1,Organic
99,9290510153,customer99@example.com,45,Female,2,Instagram
100,9589970785,customer100@example.com,48,Male,2,Google Ads
101,7945583181,customer101@example.com,59,Female,1,Instagram
102,7981789898,customer102@example.com,50,Male,2,Google Ads
103,7136102375,customer103@example.com,35,Female,2,Google Ads
104,9181436749,customer104@example.com,22,Male,3,Organic
105,7417195753,customer105@example.com,26,Female,3,Instagram
106,7353780331,customer106@example.com,37,Male,3,Organic
107,9526434726,customer107@example.com,55,Female,3,Influencer
108,7506608514,customer108@example.com,26,Male,3,Google Ads
109,9367042025,customer109@example.com,35,Male,2,Google Ads
110,8673248585,customer110@example.com,32,Female,3,Instagram
111,7148760366,customer111@example.com,32,Female,3,Google Ads
112,8575923209,customer112@example.com,31,Female,1,Organic
113,9400135720,customer113@example.com,52,Female,2,Instagram
114,7224338632,customer114@example.com,57,Male,1,Organic
115,9525853452,customer115@example.com,53,Other,2,Google Ads
116,8737992968,customer116@example.com,59,Female,3,Organic
117,9372626995,customer117@example.com,37,Male,3,Instagram
118,7125350902,customer118@example.com,28,Other,2,Organic
119,7773576638,customer119@example.com,58,Female,2,Google Ads
120,8952444788,customer120@example.com,34,Male,1,Google Ads
121,9558353069,customer121@example.com,58,Male,1,Google Ads
122,7586618985,customer122@example.com,42,Male,2,Influencer
123,8203202378,customer123@example.com,46,Female,3,Organic
124,7259453956,customer124@example.com,40,Female,3,Instagram
125,7896501089,customer125@example.com,26,Female,3,Organic
126,9986153004,customer126@example.com,42,Female,3,Google Ads
127,7130359306,customer127@example.com,58,Male,1,Instagram
128,9182772313,customer128@example.com,40,Male,1,Organic
129,7812340696,customer129@example.com,19,Female,2,Instagram
130,8835131946,customer130@example.com,18,Female,1,Organic
131,7099695577,customer131@example.com,55,Male,1,Organic
132,9524148909,customer132@example.com,23,Male,1,Google Ads
133,9456854604,customer133@example.com,32,Male,1,Organic
134,8136451261,customer134@example.com,24,Male,2,Instagram
135,7549093130,customer135@example.com,19,Male,2,Google Ads
136,7175159868,customer136@example.com,47,Male,1,Instagram
137,8466260895,customer137@example.com,46,Male,1,Referral
138,7464949696,customer138@example.com,29,Female,2,Instagram
139,7229255227,customer139@example.com,51,Female,2,Instagram
140,9769332427,customer140@example.com,47,Female,3,Google Ads
141,7628486651,customer141@example.com,53,Female,1,Google Ads
142,7857040977,customer142@example.com,52,Female,1,Google Ads
143,8081809838,customer143@example.com,19,Female,3,Influencer
144,8654811827,customer144@example.com,20,Male,1,Instagram
145,9873038129,customer145@example.com,59,Female,2,Organic
146,7757648351,customer146@example.com,29,Male,3,Instagram
147,7119611862,customer147@example.com,21,Male,1,Organic
148,7264957802,customer148@example.com,24,Female,1,Influencer
149,9656752160,customer149@example.com,37,Male,1,Google Ads
150,9230492127,customer150@example.com,36,Female,1,Instagram
151,8565527665,customer151@example.com,25,Female,1,Influencer
152,9497488056,customer152@example.com,20,Male,2,Referral
153,7266160486,customer153@example.com,44,Male,3,Instagram
154,7617272961,customer154@example.com,32,Male,1,Organic
155,9358484970,customer155@example.com,25,Female,1,Referral
156,7634540818,customer156@example.com,35,Male,2,Organic
157,7918585517,customer157@example.com,46,Male,2,Influencer
158,9264207210,customer158@example.com,53,Male,2,Instagram
159,9372038018,customer159@example.com,20,Male,2,Instagram
160,7126285280,customer160@example.com,26,Female,3,Google Ads
161,7920176118,customer161@example.com,27,Male,2,Google Ads
162,7549586998,customer162@example.com,57,Female,2,Organic
163,8317383788,customer163@example.com,37,Female,1,Google Ads
164,8930283464,customer164@example.com,19,Female,3,Instagram
165,8311399872,customer165@example.com,18,Female,1,Influencer
166,9842493749,customer166@example.com,44,Female,3,Organic
167,8783615766,customer167@example.com,21,Female,2,Organic
168,9764692468,customer168@example.com,54,Female,2,Instagram
169,9136018969,customer169@example.com,49,Female,2,Instagram
170,8652921534,customer170@example.com,35,Male,2,Google Ads
171,8252783862,customer171@example.com,31,Female,2,Google Ads
172,8602536208,customer172@example.com,32,Male,2,Instagram
173,7572713290,customer173@example.com,21,Male,1,Instagram
174,8691385716,customer174@example.com,36,Female,2,Google Ads
175,7586079212,customer175@example.com,41,Male,1,Google Ads
176,9529457672,customer176@example.com,47,Female,1,Instagram
177,7356807753,customer177@example.com,30,Male,2,Organic
178,8225760566,customer178@example.com,28,Female,3,Instagram
179,9894013480,customer179@example.com,45,Female,2,Instagram
180,9242323073,customer180@example.com,28,Female,3,Instagram
181,9611515136,customer181@example.com,18,Male,2,Organic
182,7728177300,customer182@example.com,59,Male,3,Google Ads
183,8181156685,customer183@example.com,21,Female,2,Influencer
184,9751048734,customer184@example.com,55,Male,2,Instagram
185,9452419009,customer185@example.com,51,Male,2,Instagram
186,9613461506,customer186@example.com,29,Other,2,Influencer
187,7844328478,customer187@example.com,41,Female,3,Google Ads
188,7498183555,customer188@example.com,54,Male,1,Instagram
189,8165016000,customer189@example.com,49,Female,2,Google Ads
190,7733109863,customer190@example.com,36,Female,2,Google Ads
191,9516197707,customer191@example.com,46,Male,1,Organic
192,8150469016,customer192@example.com,55,Male,2,Instagram
193,9529193267,customer193@example.com,46,Female,2,Instagram
194,9196755903,customer194@example.com,36,Female,2,Google Ads
195,7031498927,customer195@example.com,37,Male,1,Google Ads
196,8253757050,customer196@example.com,20,Male,2,Instagram
197,7076258625,customer197@example.com,57,Female,3,Instagram
198,7328910169,customer198@example.com,22,Female,2,Organic
199,8056875276,customer199@example.com,40,Female,3,Organic
200,9281210345,customer200@example.com,22,Female,1,Instagram
201,9402044579,customer201@example.com,47,Female,1,Referral
202,8039086646,customer202@example.com,49,Male,1,Google Ads
203,9136219104,customer203@example.com,41,Female,2,Organic
204,8558305495,customer204@example.com,59,Male,1,Organic
205,8215066969,customer205@example.com,52,Male,3,Google Ads
206,7036841690,customer206@example.com,49,Female,3,Google Ads
207,8656922610,customer207@example.com,39,Female,1,Organic
208,7886629168,customer208@example.com,38,Female,3,Organic
209,9035696913,customer209@example.com,45,Female,2,Organic
210,9400929278,customer210@example.com,51,Male,1,Google Ads
211,9019131686,customer211@example.com,33,Male,3,Instagram
212,9590984458,customer212@example.com,28,Female,1,Instagram
213,7777007481,customer213@example.com,50,Male,2,Organic
214,9878300417,customer214@example.com,55,Male,3,Google Ads
215,8944167901,customer215@example.com,36,Female,3,Referral
216,8934108031,customer216@example.com,45,Male,1,Instagram
217,8377846293,customer217@example.com,46,Male,1,Instagram
218,7989901421,customer218@example.com,54,Female,3,Instagram
219,9092000720,customer219@example.com,20,Male,3,Google Ads
220,9692733456,customer220@example.com,35,Male,3,Instagram
221,9375008959,customer221@example.com,35,Female,3,Google Ads
222,7765368996,customer222@example.com,29,Male,3,Google Ads
223,8098323391,customer223@example.com,35,Female,2,Referral
224,8090719437,customer224@example.com,49,Other,3,Referral
225,9198660133,customer225@example.com,59,Female,1,Google Ads
226,8267132153,customer226@example.com,53,Female,3,Organic
227,8513542762,customer227@example.com,36,Male,2,Instagram
228,7534464294,customer228@example.com,21,Male,3,Instagram
229,7644825094,customer229@example.com,28,Male,3,Instagram
230,7748579726,customer230@example.com,20,Male,1,Instagram
231,7695618990,customer231@example.com,44,Male,3,Organic
232,9022063919,customer232@example.com,33,Male,3,Google Ads
233,7458314210,customer233@example.com,35,Female,1,Influencer
234,8915728817,customer234@example.com,47,Male,3,Influencer
235,9943943739,customer235@example.com,41,Female,2,Google Ads
236,8514541637,customer236@example.com,23,Male,2,Instagram
237,8668095555,customer237@example.com,51,Female,3,Google Ads
238,8969502157,customer238@example.com,29,Female,3,Google Ads
239,7297747548,customer239@example.com,59,Male,1,Instagram
240,7670178399,customer240@example.com,40,Male,3,Instagram
241,9839998618,customer241@example.com,53,Female,1,Organic
242,9376670411,customer242@example.com,57,Male,2,Influencer
243,7041322151,customer243@example.com,32,Male,1,Instagram
244,8774963019,customer244@example.com,33,Female,1,Organic
245,9930783921,customer245@example.com,31,Male,3,Instagram
246,7429650714,customer246@example.com,32,Female,3,Organic
247,7871849522,customer247@example.com,29,Male,3,Google Ads
248,7979911451,customer248@example.com,52,Female,1,Influencer
249,8469976784,customer249@example.com,42,Male,2,Referral
250,7493841976,customer250@example.com,31,Female,2,Organic
251,7723450394,customer251@example.com,19,Male,3,Referral
252,7640676374,customer252@example.com,35,Female,1,Instagram
253,7989408453,customer253@example.com,52,Male,1,Google Ads
254,9572411699,customer254@example.com,26,Female,3,Google Ads
255,9953406787,customer255@example.com,28,Male,1,Google Ads
256,7429854252,customer256@example.com,43,Female,2,Google Ads
257,8953173861,customer257@example.com,20,Male,2,Organic
258,9342841286,customer258@example.com,22,Male,1,Organic
259,7183819341,customer259@example.com,49,Male,1,Instagram
260,9906907295,customer260@example.com,58,Female,3,Referral
261,9690565308,customer261@example.com,27,Male,3,Influencer
262,8366107767,customer262@example.com,55,Female,2,Google Ads
263,7216709833,customer263@example.com,23,Female,2,Instagram
264,7250518160,customer264@example.com,28,Male,2,Organic
265,8647396543,customer265@example.com,34,Female,1,Instagram
266,8644014213,customer266@example.com,19,Male,2,Google Ads
267,7333268431,customer267@example.com,58,Female,2,Organic
268,7146998649,customer268@example.com,41,Female,2,Google Ads
269,8995247006,customer269@example.com,22,Male,2,Referral
270,9440804983,customer270@example.com,38,Male,2,Organic
271,9752310700,customer271@example.com,23,Male,3,Referral
272,8399580694,customer272@example.com,21,Female,1,Referral
273,9763355847,customer273@example.com,26,Male,1,Instagram
274,8415820029,customer274@example.com,22,Male,3,Organic
275,9428728563,customer275@example.com,21,Male,1,Organic
276,9314766524,customer276@example.com,26,Female,3,Instagram
277,7068012276,customer277@example.com,35,Male,2,Google Ads
278,7599380132,customer278@example.com,33,Female,1,Google Ads
279,9046145606,customer279@example.com,19,Male,1,Google Ads
280,9373584378,customer280@example.com,46,Female,2,Influencer
281,7327419821,customer281@example.com,59,Male,1,Organic
282,7072600872,customer282@example.com,53,Male,3,Google Ads
283,7523040096,customer283@example.com,29,Male,2,Organic
284,8511601751,customer284@example.com,58,Male,1,Organic
285,9631588722,customer285@example.com,54,Male,1,Influencer
286,7143638156,customer286@example.com,51,Female,3,Referral
287,9356378068,customer287@example.com,52,Male,3,Organic
288,8941956119,customer288@example.com,57,Male,3,Organic
289,8903682666,customer289@example.com,23,Male,1,Organic
290,7151592151,customer290@example.com,54,Other,2,Organic
291,8412255922,customer291@example.com,53,Male,3,Organic
292,9067139670,customer292@example.com,37,Male,3,Organic
293,7352498247,customer293@example.com,33,Male,1,Organic
294,9537223847,customer294@example.com,25,Female,3,Instagram
295,9527873503,customer295@example.com,39,Female,1,Influencer
296,8702081831,customer296@example.com,22,Female,2,Google Ads
297,8395622974,customer297@example.com,22,Female,3,Influencer
298,8366884790,customer298@example.com,28,Female,3,Instagram
299,8875227496,customer299@example.com,36,Female,2,Instagram
300,8479931276,customer300@example.com,56,Female,3,Instagram
301,7158381186,customer301@example.com,34,Male,2,Instagram
302,9605655153,customer302@example.com,54,Male,1,Instagram
303,9807403051,customer303@example.com,55,Female,2,Organic
304,9461554429,customer304@example.com,35,Male,2,Google Ads
305,9916055211,customer305@example.com,26,Female,2,Organic
306,8846463799,customer306@example.com,34,Female,1,Instagram
307,9694546149,customer307@example.com,58,Male,3,Organic
308,7285926327,customer308@example.com,50,Female,1,Organic
309,7305904651,customer309@example.com,37,Male,2,Instagram
310,9310226085,customer310@example.com,35,Male,3,Google Ads
311,9322119481,customer311@example.com,41,Female,3,Organic
312,7159135405,customer312@example.com,30,Female,1,Organic
313,7029494959,customer313@example.com,57,Female,3,Organic
314,8740423764,customer314@example.com,45,Female,1,Referral
315,7155995877,customer315@example.com,20,Female,1,Instagram
316,8046547254,customer316@example.com,53,Female,1,Google Ads
317,8737918899,customer317@example.com,28,Male,2,Organic
318,8533545668,customer318@example.com,56,Male,3,Referral
319,8755408887,customer319@example.com,38,Male,1,Google Ads
320,8920764969,customer320@example.com,54,Female,3,Google Ads
321,9389188406,customer321@example.com,19,Female,1,Referral
322,7993852595,customer322@example.com,23,Other,2,Google Ads
323,8419916154,customer323@example.com,22,Male,2,Referral
324,7367300004,customer324@example.com,49,Male,3,Organic
325,7382675907,customer325@example.com,54,Male,2,Instagram
326,8927370258,customer326@example.com,57,Female,1,Instagram
327,9109234291,customer327@example.com,28,Female,2,Google Ads
328,8168916662,customer328@example.com,34,Male,2,Instagram
329,9609041863,customer329@example.com,31,Male,1,Google Ads
330,7314307253,customer330@example.com,19,Female,1,Influencer
331,9868920425,customer331@example.com,56,Male,1,Google Ads
332,9734433333,customer332@example.com,35,Male,3,Organic
333,9411815143,customer333@example.com,50,Female,2,Referral
334,7665940280,customer334@example.com,47,Male,1,Instagram
335,7413029692,customer335@example.com,32,Male,1,Google Ads
336,9312824136,customer336@example.com,46,Female,1,Instagram
337,9624099904,customer337@example.com,43,Male,2,Instagram
338,8980033188,customer338@example.com,18,Male,1,Organic
339,9185793118,customer339@example.com,34,Male,1,Organic
340,8062219591,customer340@example.com,56,Male,1,Organic
341,9939885360,customer341@example.com,19,Female,3,Google Ads
342,8347145489,customer342@example.com,32,Female,2,Organic
343,7021298891,customer343@example.com,39,Male,2,Organic
344,9238262668,customer344@example.com,37,Female,1,Google Ads
345,9158114999,customer345@example.com,46,Male,3,Google Ads
346,9781465562,customer346@example.com,42,Female,1,Google Ads
347,9298745909,customer347@example.com,41,Female,1,Referral
348,8031619143,customer348@example.com,51,Male,3,Referral
349,9735417188,customer349@example.com,38,Male,2,Referral
350,7237824726,customer350@example.com,19,Female,3,Instagram
351,7792196802,customer351@example.com,33,Female,3,Organic
352,9420669749,customer352@example.com,57,Female,3,Influencer
353,7440945060,customer353@example.com,38,Male,2,Organic
354,9114960900,customer354@example.com,54,Male,1,Google Ads
355,9510515971,customer355@example.com,25,Male,2,Organic
356,7879069555,customer356@example.com,31,Female,2,Google Ads
357,9596252667,customer357@example.com,39,Female,1,Organic
358,7184894683,customer358@example.com,35,Female,2,Organic
359,8181291252,customer359@example.com,22,Male,2,Influencer
360,9975602216,customer360@example.com,59,Male,1,Organic
361,8834283401,customer361@example.com,47,Male,1,Instagram
362,7814725369,customer362@example.com,48,Female,3,Referral
363,8259890217,customer363@example.com,26,Female,3,Instagram
364,8615279298,customer364@example.com,48,Female,1,Google Ads
365,7042591856,customer365@example.com,48,Female,1,Google Ads
366,8480495630,customer366@example.com,58,Male,3,Organic
367,8793261756,customer367@example.com,26,Female,1,Organic
368,7484420170,customer368@example.com,54,Male,2,Referral
369,8642681782,customer369@example.com,23,Male,2,Instagram
370,7164494343,customer370@example.com,59,Male,1,Google Ads
371,8531818958,customer371@example.com,43,Male,2,Instagram
372,7820024288,customer372@example.com,27,Other,3,Organic
373,7224156852,customer373@example.com,23,Female,2,Instagram
374,8434775077,customer374@example.com,50,Male,3,Influencer
375,8131396878,customer375@example.com,47,Female,1,Referral
376,8716113045,customer376@example.com,57,Male,3,Google Ads
377,9897101639,customer377@example.com,41,Female,1,Organic
378,9462916400,customer378@example.com,45,Female,1,Google Ads
379,9840680932,customer379@example.com,55,Male,1,Google Ads
380,7467160671,customer380@example.com,46,Male,3,Instagram
381,8805025274,customer381@example.com,32,Female,3,Organic
382,7138399749,customer382@example.com,25,Male,2,Instagram
383,9062972041,customer383@example.com,40,Male,2,Instagram
384,8308573818,customer384@example.com,26,Female,3,Referral
385,7452356060,customer385@example.com,28,Female,3,Google Ads
386,8451989569,customer386@example.com,23,Female,2,Influencer
387,7790739758,customer387@example.com,29,Female,2,Organic
388,8311498273,customer388@example.com,51,Female,1,Google Ads
389,9595242063,customer389@example.com,38,Male,1,Instagram
390,9624419133,customer390@example.com,49,Female,1,Instagram
391,8351569271,customer391@example.com,53,Male,1,Referral
392,7741615928,customer392@example.com,42,Male,1,Google Ads
393,9224676849,customer393@example.com,52,Male,2,Organic
394,9254316437,customer394@example.com,51,Female,3,Organic
395,9882244910,customer395@example.com,36,Male,3,Instagram
396,8720015523,customer396@example.com,54,Male,2,Organic
397,8116060527,customer397@example.com,34,Female,1,Instagram
398,7517477517,customer398@example.com,33,Male,1,Google Ads
399,7557018766,customer399@example.com,33,Male,3,Google Ads
400,7415923911,customer400@example.com,21,Male,1,Referral
401,8779547334,customer401@example.com,47,Female,2,Referral
402,8001769841,customer402@example.com,51,Female,1,Instagram
403,7676641539,customer403@example.com,22,Male,1,Organic
404,7186542993,customer404@example.com,50,Female,1,Organic
405,8272666619,customer405@example.com,26,Female,2,Instagram
406,7298218983,customer406@example.com,34,Male,2,Organic
407,9826679322,customer407@example.com,29,Female,2,Instagram
408,8409252481,customer408@example.com,41,Female,2,Instagram
409,7155718109,customer409@example.com,29,Male,1,Influencer
410,8167450572,customer410@example.com,32,Male,1,Google Ads
411,9030740789,customer411@example.com,33,Female,2,Instagram
412,8187621645,customer412@example.com,40,Male,1,Google Ads
413,8318267157,customer413@example.com,35,Male,1,Google Ads
414,8620575471,customer414@example.com,39,Male,3,Organic
415,8003580049,customer415@example.com,48,Male,2,Influencer
416,9449572803,customer416@example.com,32,Female,1,Google Ads
417,8879808298,customer417@example.com,38,Male,3,Google Ads
418,8008536496,customer418@example.com,25,Male,2,Organic
419,7770753723,customer419@example.com,57,Female,3,Referral
420,8563365709,customer420@example.com,53,Female,2,Instagram
421,7666699788,customer421@example.com,59,Female,1,Organic
422,9166387011,customer422@example.com,55,Female,1,Organic
423,9703948678,customer423@example.com,23,Other,3,Influencer
424,9644954822,customer424@example.com,34,Female,1,Google Ads
425,9665264615,customer425@example.com,57,Female,1,Influencer
426,7703009769,customer426@example.com,53,Male,3,Organic
427,8013027775,customer427@example.com,45,Female,3,Instagram
428,9548396086,customer428@example.com,40,Female,3,Instagram
429,8986159321,customer429@example.com,48,Male,3,Organic
430,7575841789,customer430@example.com,28,Male,2,Organic
431,7359784534,customer431@example.com,37,Female,2,Instagram
432,7689557326,customer432@example.com,49,Female,2,Influencer
433,9411570511,customer433@example.com,34,Male,2,Influencer
434,8690567658,customer434@example.com,59,Female,2,Influencer
435,8253100923,customer435@example.com,55,Female,2,Referral
436,8103695581,customer436@example.com,23,Male,1,Google Ads
437,7340775472,customer437@example.com,18,Male,2,Organic
438,9214225713,customer438@example.com,54,Female,3,Referral
439,7600966003,customer439@example.com,21,Male,3,Google Ads
440,7443768690,customer440@example.com,48,Male,2,Organic
441,8606978233,customer441@example.com,28,Male,1,Google Ads
442,7862946701,customer442@example.com,34,Female,3,Referral
443,8616816316,customer443@example.com,24,Male,2,Google Ads
444,9404265741,customer444@example.com,52,Male,2,Google Ads
445,8875968625,customer445@example.com,19,Male,3,Organic
446,9612395084,customer446@example.com,57,Male,2,Instagram
447,8688002519,customer447@example.com,54,Male,3,Influencer
448,7004303218,customer448@example.com,54,Male,1,Influencer
449,7063494058,customer449@example.com,27,Male,3,Google Ads
450,9165433534,customer450@example.com,29,Male,2,Google Ads
451,9546896630,customer451@example.com,34,Male,2,Instagram
452,9730473772,customer452@example.com,43,Female,2,Instagram
453,8820159150,customer453@example.com,22,Female,2,Instagram
454,8049872202,customer454@example.com,22,Female,2,Organic
455,9070486388,customer455@example.com,55,Female,2,Instagram
456,7199537669,customer456@example.com,44,Other,2,Instagram
457,8845051587,customer457@example.com,22,Male,3,Instagram
458,8897275552,customer458@example.com,25,Male,1,Google Ads
459,8903959166,customer459@example.com,48,Female,1,Google Ads
460,9330189778,customer460@example.com,50,Male,3,Influencer
461,9689152527,customer461@example.com,38,Female,2,Instagram
462,9395811611,customer462@example.com,52,Female,1,Organic
463,9387173196,customer463@example.com,38,Female,2,Influencer
464,9594017021,customer464@example.com,32,Female,2,Influencer
465,7436473531,customer465@example.com,53,Male,2,Instagram
466,7007347677,customer466@example.com,19,Male,1,Instagram
467,9591500224,customer467@example.com,47,Male,3,Instagram
468,8095692399,customer468@example.com,45,Male,3,Google Ads
469,9999207991,customer469@example.com,34,Female,3,Google Ads
470,7076638510,customer470@example.com,37,Male,3,Google Ads
471,7083423738,customer471@example.com,57,Female,1,Google Ads
472,8851968526,customer472@example.com,46,Male,2,Organic
473,7402462540,customer473@example.com,22,Male,3,Organic
474,9957013189,customer474@example.com,42,Female,1,Google Ads
475,8773438171,customer475@example.com,27,Female,3,Instagram
476,9092828690,customer476@example.com,36,Female,3,Google Ads
477,9948284895,customer477@example.com,58,Female,2,Google Ads
478,8866768856,customer478@example.com,18,Male,2,Instagram
479,9180025418,customer479@example.com,51,Female,2,Google Ads
480,7933479343,customer480@example.com,31,Female,2,Referral
481,9527594199,customer481@example.com,42,Male,2,Influencer
482,8610640339,customer482@example.com,43,Male,3,Influencer
483,8681016953,customer483@example.com,38,Female,2,Influencer
484,8004060019,customer484@example.com,33,Male,2,Influencer
485,9208974145,customer485@example.com,27,Female,3,Google Ads
486,8038140335,customer486@example.com,49,Female,2,Google Ads
487,8982856919,customer487@example.com,37,Male,3,Google Ads
488,9551119047,customer488@example.com,26,Male,3,Influencer
489,7147941254,customer489@example.com,51,Female,1,Organic
490,9334181919,customer490@example.com,48,Female,2,Instagram
491,8829635396,customer491@example.com,36,Male,2,Referral
492,8022058769,customer492@example.com,48,Female,3,Instagram
493,9758299836,customer493@example.com,47,Female,3,Organic
494,7811828451,customer494@example.com,41,Male,2,Organic
495,8781557948,customer495@example.com,50,Female,2,Instagram
496,8089632950,customer496@example.com,35,Female,3,Organic
497,8218213105,customer497@example.com,38,Male,2,Google Ads
498,9979918277,customer498@example.com,48,Female,1,Organic
499,8225030284,customer499@example.com,56,Female,2,Google Ads
500,7432437375,customer500@example.com,59,Male,1,Influencer
501,8433383895,customer501@example.com,58,Male,2,Organic
502,8969272094,customer502@example.com,21,Female,2,Instagram
503,7195980300,customer503@example.com,43,Male,3,Organic
504,8710732340,customer504@example.com,50,Female,2,Google Ads
505,9025016063,customer505@example.com,50,Female,1,Instagram
506,9957858357,customer506@example.com,37,Female,2,Google Ads
507,9821530788,customer507@example.com,58,Female,1,Google Ads
508,7186468753,customer508@example.com,25,Male,1,Influencer
509,8052553181,customer509@example.com,53,Male,2,Instagram
510,9290608046,customer510@example.com,25,Female,3,Google Ads
511,7287246342,customer511@example.com,48,Female,3,Instagram
512,8898691664,customer512@example.com,39,Female,3,Influencer
513,7823053012,customer513@example.com,59,Female,1,Google Ads
514,9876307328,customer514@example.com,36,Male,3,Influencer
515,9933814384,customer515@example.com,37,Female,1,Organic
516,9881823000,customer516@example.com,40,Male,1,Google Ads
517,7874482268,customer517@example.com,41,Male,3,Organic
